date,prcp(mm/day),tmean(C),dayl(day),srad(W/m2),vp(Pa),flow(mm),GW(mm),GW(feet)
10/12/1993,0,18.57,0.428000116,333.04,1371.19,0.116781528,7.728658537,25.16
11/12/1993,0,17.775,0.428000116,316.11,1364.4,0.109594972,7.728658537,25.14
12/12/1993,0,11,0.428000116,374.13,720,0.095221861,7.820121951,25.13
13/12/1993,0,12.005,0.428000116,367.15,799.54,0.089831945,7.926829268,25.13
14/12/1993,0,15.92,0.428000116,341.11,1120,0.089831945,8.00304878,25.1
15/12/1993,0,16.375,0.428000116,294.55,1291.57,0.086238667,8.079268293,25.07
16/12/1993,0,11.535,0.428000116,344.47,817.52,0.082645389,8.170731707,25.04
17/12/1993,0,12.91,0.428000116,354.44,865.33,0.077255472,8.216463415,25.03
18/12/1993,0,15.605,0.428000116,333.51,1096.52,0.073662195,7.896341463,25.01
19/12/1993,0,16.165,0.428000116,329.38,1146.42,0.073662195,6.463414634,24.99
20/12/1993,0,17.205,0.428000116,313.12,1272.74,0.071865556,6.448170732,24.99
21/12/1993,1.29,18.855,0.428000116,278.79,1487.48,0.071865556,6.631097561,24.96
22/12/1993,0,14.725,0.428000116,346.47,952.88,0.070068917,6.859756098,24.94
23/12/1993,4.77,15.04,0.428000116,236.44,1084.08,0.082645389,7.027439024,24.99
24/12/1993,8,13.12,0.428000116,219.59,1000.75,0.123968084,7.164634146,25.01
25/12/1993,9.47,11.81,0.428000116,184.31,1000.13,0.269495834,7.317073171,24.98
26/12/1993,0,9.235,0.428000116,285.14,797.76,0.287462223,7.317073171,24.95
27/12/1993,0,10.24,0.428000116,346.7,711.76,0.269495834,7.423780488,24.93
28/12/1993,0,14.82,0.428000116,331.62,990.38,0.233563056,7.469512195,24.93
29/12/1993,0,17.055,0.428000116,317.76,1200.45,0.215596667,7.332317073,24.92
30/12/1993,0,16.97,0.428000116,274.92,1320,0.179663889,5.625,24.91
31/12/1993,0,14.935,0.428000116,311.39,1069.43,0.163494139,4.710365854,24.9
1/1/1994,0,17.38,0.428000116,286.02,1398.89,0.150917667,4.725609756,24.88
2/1/1994,10.98,20.215,0.428000116,174.37,1800,0.215596667,4.893292683,24.86
3/1/1994,20.89,20.275,0.428000116,176.53,1799.81,0.287462223,5.182926829,24.83
4/1/1994,0,15.785,0.428814583,305.68,1238.32,0.305428612,5.457317073,24.82
5/1/1994,0,10.8,0.431921528,344.18,802.9,0.287462223,5.030487805,24.85
6/1/1994,0,11.705,0.432,365.52,800,0.251529445,4.222560976,24.9
7/1/1994,0,16.12,0.432,358.65,1098.84,0.233563056,4.237804878,24.87
8/1/1994,0,18,0.432,294.08,1439.96,0.215596667,4.390243902,24.84
9/1/1994,2.78,14.95,0.432,274.27,1152.05,0.197630278,4.801829268,24.82
10/1/1994,0,17.54,0.432,276.59,1446.6,0.197630278,5.106707317,24.81
11/1/1994,7.65,19.99,0.432,153.7,1876.66,0.233563056,5.350609756,24.82
12/1/1994,2.39,21.495,0.432,202.65,2000,0.287462223,5.50304878,24.78
13/1/1994,0,20,0.432814352,310.1,1600,0.323395001,5.548780488,24.77
14/1/1994,8.1,15.945,0.435999884,256.13,1181.85,0.377294167,5.625,24.74
15/1/1994,0,13.16,0.435999884,364.61,920,0.359327779,5.792682927,24.72
16/1/1994,0,13.07,0.435999884,372.07,920,0.34136139,5.899390244,24.7
17/1/1994,0,18.02,0.435999884,283.86,1492.16,0.287462223,5.68597561,24.68
18/1/1994,15.71,17.59,0.435999884,232.65,1400,0.395260556,5.731707317,24.66
19/1/1994,0,13.135,0.435999884,302.39,1082.27,0.467126112,6.006097561,24.63
20/1/1994,0,14.235,0.438650231,307.01,1159.38,0.467126112,6.12804878,25.1
21/1/1994,0,14.645,0.440000116,292.02,1222.95,0.413226945,5.777439024,24.95
22/1/1994,0,14.855,0.440000116,355.78,1096.41,0.377294167,5.655487805,24.9
23/1/1994,0,15.51,0.440000116,364.58,1121.59,0.34136139,5.838414634,24.86
24/1/1994,0,16.825,0.440000116,359.83,1240.81,0.323395001,6.097560976,24.86
25/1/1994,0,18.255,0.440000116,355.15,1360.75,0.287462223,6.25,24.86
26/1/1994,0,18.29,0.443999884,353.47,1374.05,0.269495834,6.387195122,24.84
27/1/1994,3.87,20.83,0.443999884,197.08,1871.94,0.251529445,6.448170732,24.82
28/1/1994,0.08,23.185,0.443999884,221.06,2280,0.269495834,6.524390244,24.82
29/1/1994,12.99,24.2,0.443999884,183.64,2320,0.305428612,6.585365854,24.79
30/1/1994,2.5,23.69,0.443999884,242.43,2181.32,0.323395001,6.615853659,24.75
31/1/1994,3.44,19.855,0.448,248.02,1604.78,0.359327779,6.676829268,24.73
1/2/1994,0,16.135,0.448,265.23,1406.15,0.359327779,6.615853659,24.72
2/2/1994,26.26,12.495,0.448,224.54,1078,0.574924446,6.631097561,24.69
3/2/1994,0.47,10.14,0.448,361.44,815.27,0.790521113,6.783536585,24.65
4/2/1994,0,13.995,0.450650116,404.44,958.89,0.84442028,6.844512195,24.62
5/2/1994,0,18.2,0.452,391.72,1311.85,0.772554724,6.905487805,24.59
6/2/1994,0,20,0.452,393.4,1440,0.700689168,6.920731707,24.55
7/2/1994,0,21.245,0.452,355.02,1720,0.682722779,6.966463415,24.53
8/2/1994,0,20.3,0.452,373.84,1568.16,0.592890835,6.99695122,24.51
9/2/1994,0,21.815,0.455999884,369.07,1730.32,0.521025279,7.027439024,24.5
10/2/1994,0,23.5,0.455999884,339.19,2000,0.449159723,6.966463415,24.5
11/2/1994,0,24.5,0.455999884,316.3,2200,0.413226945,6.966463415,24.47
12/2/1994,0,24.5,0.455999884,318.63,2200,0.377294167,7.012195122,24.48
13/2/1994,0,23.8,0.459999884,315.75,2120,0.34136139,7.103658537,24.43
14/2/1994,0,19.34,0.459999884,381.42,1466.17,0.305428612,7.164634146,24.41
15/2/1994,0,18.87,0.459999884,362.79,1492.69,0.269495834,6.509146341,24.5
16/2/1994,0,19.32,0.459999884,361.23,1560,0.251529445,6.432926829,24.62
17/2/1994,15.94,19.515,0.463999884,207.98,1760.21,0.305428612,6.082317073,24.63
18/2/1994,26.4,19.935,0.463999884,159.37,1920,0.934252224,6.082317073,24.59
19/2/1994,9.72,21.695,0.463999884,175.65,2111.14,1.419344725,6.25,24.56
20/2/1994,1.42,22.75,0.464814352,290.74,2120,1.958336393,6.463414634,24.54
21/2/1994,0,22.655,0.468,340.32,1999.61,2.281731394,6.463414634,24.51
22/2/1994,0,22.5,0.468,338.27,2000,2.01223556,6.661585366,24.48
23/2/1994,0,23.345,0.468,366.82,2030.29,1.581042226,6.859756098,24.47
24/2/1994,0,22.51,0.472,356.61,1962.17,1.275613614,7.012195122,24.45
25/2/1994,0,20.64,0.472,389.84,1695.6,1.060016947,7.134146341,24.41
26/2/1994,0,20.895,0.472,365.48,1774.51,0.898319446,7.149390244,24.39
27/2/1994,0,18.945,0.472,419.67,1443.54,0.772554724,7.225609756,24.47
28/2/1994,0,20.11,0.476,347.85,1744.47,0.646790001,7.362804878,24.52
1/3/1994,0,20.6,0.476,276.31,1921.86,0.574924446,7.423780488,24.48
2/3/1994,16.51,21.5,0.476,204.4,2080,0.682722779,7.454268293,24.45
3/3/1994,2.29,16.515,0.478650116,391.71,1321.83,0.934252224,7.484756098,24.42
4/3/1994,0,14.08,0.48,487.53,932.44,1.077983336,7.530487805,24.4
5/3/1994,0,16.94,0.48,479.43,1160,1.149848891,7.591463415,24.39
6/3/1994,0,18.86,0.48,467.66,1337.67,1.00611778,7.682926829,24.37
7/3/1994,0,20.89,0.483999884,415.55,1685.58,0.84442028,7.728658537,24.34
8/3/1994,0,20.33,0.483999884,446.44,1560,0.700689168,7.759146341,24.37
9/3/1994,0,22.17,0.483999884,381.77,1906.92,0.646790001,7.804878049,24.35
10/3/1994,0,22.42,0.487921644,428.99,1800,0.646790001,7.865853659,24.37
11/3/1994,0,16.005,0.488000116,524.71,960.83,0.592890835,7.926829268,24.4
12/3/1994,0,16.5,0.488000116,470.97,1199.8,0.521025279,7.957317073,24.36
13/3/1994,0,18.905,0.488000116,432.8,1462.47,0.449159723,7.987804878,24.3
14/3/1994,0,18.285,0.491999537,473.13,1325.9,0.395260556,8.018292683,24.27
15/3/1994,0,16.5,0.491999537,520.55,1040.1,0.34136139,8.033536585,24.3
16/3/1994,0,18.255,0.491999537,488.61,1279.41,0.269495834,8.048780488,24.32
17/3/1994,0,17.24,0.495999884,504.25,1158.49,0.215596667,8.033536585,24.31
18/3/1994,0,16.395,0.495999884,532.38,983.54,0.179663889,7.606707317,24.29
19/3/1994,0,20.155,0.495999884,489.53,1394.62,0.149121028,7.408536585,24.28
20/3/1994,0,21.995,0.495999884,459.28,1638.82,0.127561361,7.423780488,24.33
21/3/1994,0,23.36,0.5,419.96,1897.32,0.131154639,7.515243902,24.36
22/3/1994,0,24.25,0.5,376.2,2120,0.168884056,7.591463415,24.4
23/3/1994,0.67,24.5,0.5,325.6,2280,0.197630278,7.637195122,24.34
24/3/1994,0,24.615,0.504000116,364.36,2216.9,0.179663889,7.682926829,24.33
25/3/1994,0.69,24.37,0.504000116,362.24,2158.81,0.170680695,7.728658537,24.32
26/3/1994,0,24.345,0.504000116,364.78,2184.15,0.251529445,7.759146341,24.27
27/3/1994,0,25.765,0.504000116,349.19,2404.89,0.269495834,6.81402439,24.24
28/3/1994,0,27.09,0.508000116,335.94,2640,0.269495834,6.798780488,24.23
29/3/1994,15.35,23.785,0.508000116,311.69,1990.95,0.251529445,6.829268293,24.31
30/3/1994,3.61,19.63,0.508000116,269.21,1682.06,0.215596667,6.981707317,24.35
31/3/1994,0.6,20.375,0.512,375.72,1679.76,0.197630278,7.073170732,24.37
1/4/1994,0,19.25,0.512,449.48,1440,0.163494139,7.164634146,24.4
2/4/1994,0,18.29,0.512,501.41,1237.59,0.122171445,7.225609756,24.4
3/4/1994,0,20.575,0.512078472,433,1607.19,0.091628584,7.240853659,24.44
4/4/1994,0,20.485,0.516,479.23,1424.38,0.066475639,7.332317073,24.39
5/4/1994,0,21.015,0.516,459.4,1542.79,0.04850925,7.332317073,24.39
6/4/1994,0,22.75,0.516,454.33,1709.33,0.043119333,7.240853659,24.42
7/4/1994,0,23.98,0.520000116,439.72,1888.36,0.159900861,7.134146341,24.39
8/4/1994,11.72,24.505,0.520000116,260.37,2280,0.323395001,7.149390244,24.36
9/4/1994,0,24.45,0.520000116,285.71,2399.83,0.269495834,7.134146341,24.36
10/4/1994,0,23.56,0.521349884,327.95,2218.73,0.215596667,7.240853659,24.33
11/4/1994,0,24.445,0.524,335.27,2310.84,0.176070611,7.37804878,24.53
12/4/1994,0,25.065,0.524,327.77,2420.39,0.14552775,7.43902439,25.45
13/4/1994,0,25,0.524,394.24,2236.87,0.116781528,6.768292683,25.45
14/4/1994,0,25.5,0.528,423.54,2184.04,0.088035306,6.798780488,25.52
15/4/1994,0,25.42,0.528,406.76,2228.69,0.052102528,6.93597561,25.52
16/4/1994,0,25.04,0.528,410.59,2178.53,0.028746222,7.012195122,25.65
17/4/1994,0,24.83,0.528,432.79,2073.85,0.017068069,7.088414634,25.65
18/4/1994,0,25.02,0.532000116,390.09,2279.54,0.012217144,7.179878049,25.39
19/4/1994,10.7,24.485,0.532000116,275.04,2317.86,0.034136139,7.271341463,25.31
20/4/1994,0,24.46,0.532000116,405.57,2154.97,0.120374806,7.362804878,25.25
21/4/1994,14.06,24.5,0.535185532,300.99,2280,0.11318825,7.43902439,25.22
22/4/1994,25.87,25,0.535999884,319.57,2280,0.467126112,7.469512195,24.97
23/4/1994,14.78,24.755,0.535999884,289.77,2320,0.574924446,7.5,24.89
24/4/1994,8.42,24.12,0.535999884,250.13,2357.65,0.628823612,7.515243902,24.83
25/4/1994,6.35,23.8,0.54,252.27,2314.75,0.628823612,7.362804878,24.76
26/4/1994,6.3,24.345,0.54,277.16,2320,0.538991668,7.301829268,24.73
27/4/1994,0,24.765,0.54,360.96,2406.14,0.413226945,7.317073171,24.75
28/4/1994,0,24.58,0.54,355.36,2400.66,0.34136139,6.12804878,24.7
29/4/1994,0,24.665,0.544000116,396.36,2318.28,0.287462223,6.12804878,24.72
30/4/1994,0,24.86,0.544000116,361.58,2434.43,0.233563056,6.234756098,24.71
1/5/1994,0,24.655,0.544000116,446.21,2222.58,0.172477334,6.356707317,24.74
2/5/1994,0,25.46,0.544000116,456.31,2278.61,0.129358,6.509146341,24.84
3/5/1994,36.25,26.395,0.547999884,339.68,2480.87,0.104205056,6.646341463,24.88
4/5/1994,0,26.75,0.547999884,455.53,2476.93,0.111391611,6.798780488,24.85
5/5/1994,0,25.875,0.547999884,432.7,2438.02,0.091628584,6.920731707,24.85
6/5/1994,0,24.16,0.547999884,451,2185.21,0.061085722,7.012195122,24.86
7/5/1994,0,23.82,0.549349769,477.22,2066.6,0.055695806,7.088414634,24.83
8/5/1994,0,25,0.552,504.72,2074.59,0.061085722,7.179878049,24.82
9/5/1994,0,25.545,0.552,479.94,2239.72,0.084442028,7.240853659,24.8
10/5/1994,1.88,26.015,0.552,436.29,2388.21,0.084442028,7.332317073,24.78
11/5/1994,0,25.87,0.552,442.63,2397.33,0.059289083,7.408536585,24.77
12/5/1994,0,25.745,0.556,458.94,2322.66,0.0323395,7.454268293,24.77
13/5/1994,0,25.745,0.556,483.64,2227.01,0.015990086,7.362804878,24.75
14/5/1994,0,25.99,0.556,470.28,2310.49,0.007545883,6.234756098,24.73
15/5/1994,0,26.505,0.556,443.18,2478.01,0.001796639,6.143292683,24.72
16/5/1994,0,26.75,0.556,476.49,2365,0,6.12804878,24.69
17/5/1994,0,27.19,0.56,470.82,2444.67,0,6.265243902,24.67
18/5/1994,3.7,25.915,0.56,351.81,2397.33,0,6.432926829,24.68
19/5/1994,11.34,25.455,0.56,316.56,2386.23,0,6.570121951,24.72
20/5/1994,1.68,23.485,0.56,386.91,2105.14,0.002155967,6.676829268,25.03
21/5/1994,0,20.775,0.56,485.07,1620.11,0.000359328,6.75304878,25.48
22/5/1994,0,20.54,0.561349769,537.61,1412.65,0,6.890243902,25.48
23/5/1994,0,21.775,0.563999884,554.03,1418.54,0,7.042682927,25.27
24/5/1994,0,23.365,0.563999884,531.97,1624.1,0,7.149390244,25.21
25/5/1994,0,24.805,0.563999884,500.83,1879.25,0,7.225609756,25.21
26/5/1994,0,25.25,0.563999884,471.64,2047.08,0,6.585365854,25.55
27/5/1994,0,25.845,0.563999884,495.15,1984.02,0,6.585365854,25.55
28/5/1994,0,26.25,0.563999884,459.22,2185.37,0,6.829268293,25.88
29/5/1994,13.24,26.1,0.567185417,322.07,2391.8,0,7.027439024,26.48
30/5/1994,19.84,25.85,0.568,324.98,2320,0,7.179878049,26.69
31/5/1994,0,26.235,0.568,425.26,2394.48,0.000898319,7.317073171,26.69
1/6/1994,17.61,26.5,0.568,308.53,2480,0.079052111,7.317073171,26.3
2/6/1994,12,25.995,0.568,241.78,2640,0.485092501,7.393292683,26.04
3/6/1994,13.43,25.55,0.568,248.03,2560,0.790521113,7.332317073,26.74
4/6/1994,22.89,25.75,0.568,282.6,2480,0.862386669,7.317073171,26.78
5/6/1994,22.49,25.75,0.568,304.78,2400,0.952218613,7.469512195,26.75
6/6/1994,9.78,26.25,0.568078356,303.38,2480,0.700689168,7.56097561,26.59
7/6/1994,16.4,26.25,0.571185532,282.87,2560,0.808487502,7.652439024,26.43
8/6/1994,11.06,26.54,0.572,273.42,2640,1.203748058,7.713414634,26.4
9/6/1994,15.04,27.475,0.572,292.22,2712.13,1.239680836,7.759146341,26.38
10/6/1994,14.85,27.675,0.572,297.9,2720,2.084101116,7.835365854,26.4
11/6/1994,0,27.47,0.572,390.63,2710.82,2.497328061,7.896341463,26.31
12/6/1994,0,27.51,0.572,416.96,2642.45,2.155966671,7.957317073,26.04
13/6/1994,0,27.8,0.572,405.79,2720,1.706806948,8.018292683,25.85
14/6/1994,0,28.05,0.572,391.26,2800,1.365445559,8.048780488,26.22
15/6/1994,0,27.98,0.572,408.45,2742.98,1.095949725,8.094512195,26.44
16/6/1994,0,27.805,0.572,403.55,2738.08,0.898319446,8.140243902,26.39
17/6/1994,14.24,27.11,0.572,294.9,2668.5,0.754588335,8.125,26
18/6/1994,19.77,26.48,0.572,279.36,2632.59,0.754588335,8.18597561,25.8
19/6/1994,14.53,27,0.572,298.85,2640,0.880353057,8.231707317,26.1
20/6/1994,14.92,27,0.572,299.87,2640,2.299697783,8.201219512,26.1
21/6/1994,4.95,27.155,0.572,307.49,2640,2.191899449,8.277439024,26.02
22/6/1994,0,27.26,0.572,390.56,2720,1.958336393,8.231707317,25.85
23/6/1994,7.91,27.265,0.572,317.15,2640,1.688840559,8.00304878,25.7
24/6/1994,0,28.545,0.572,426.06,2814.04,1.437311114,7.972560976,25.73
25/6/1994,0,28.375,0.572,424.22,2800,1.257647225,8.048780488,25.79
26/6/1994,0,28.13,0.572,404.73,2830.86,1.077983336,8.140243902,25.66
27/6/1994,0,27.795,0.572,427.79,2720,0.916285835,8.307926829,25.61
28/6/1994,0,27.25,0.572,429.66,2640,0.916285835,8.399390244,25.6
29/6/1994,0,27.5,0.572,415.51,2720,1.221714447,8.445121951,25.6
30/6/1994,0,27.5,0.572,416.54,2719.91,1.311546392,8.506097561,25.6
1/7/1994,11.18,26.75,0.572,326.4,2560,1.203748058,8.567073171,25.57
2/7/1994,8.38,27.205,0.572,321.39,2640,1.149848891,8.475609756,25.55
3/7/1994,18.32,27.25,0.572,300.8,2720,1.239680836,8.506097561,25.55
4/7/1994,8.72,26.25,0.572,305.46,2560,1.419344725,8.582317073,25.5
5/7/1994,0,27.01,0.572,389.13,2719.74,1.275613614,8.658536585,25.46
6/7/1994,0,27.25,0.569349653,402.94,2720,1.077983336,8.719512195,25.43
7/7/1994,7,26.63,0.568,298.07,2644.07,0.970185002,8.795731707,25.39
8/7/1994,1.48,27.285,0.568,327.53,2800,0.862386669,8.856707317,25.35
9/7/1994,0,27.785,0.568,398.18,2812.24,0.754588335,8.902439024,25.26
10/7/1994,0,27.81,0.568,397.85,2818.65,0.66475639,8.978658537,25.19
11/7/1994,0,27.5,0.568,418,2720,0.574924446,9.054878049,25.18
12/7/1994,0,27.5,0.568,418.41,2720,0.521025279,9.131097561,25.17
13/7/1994,0,27.25,0.568,434,2640,0.521025279,9.192073171,25.12
14/7/1994,0,27.715,0.568,432.03,2708.86,0.50305889,8.780487805,25.11
15/7/1994,0,27.81,0.565349769,433.35,2720,0.395260556,8.704268293,25.16
16/7/1994,0,27.75,0.563999884,454.11,2640,0.287462223,8.079268293,25.48
17/7/1994,0,27.755,0.563999884,452.9,2642.05,0.215596667,7.225609756,25.62
18/7/1994,0,27.73,0.563999884,452.11,2634.2,0.158104223,7.103658537,25.46
19/7/1994,0,28,0.563999884,459.7,2640,0.123968084,7.103658537,25.31
20/7/1994,0,27.485,0.563999884,439.31,2635.33,0.140137834,7.271341463,25.25
21/7/1994,21.95,26.515,0.563999884,364.58,2480,0.167087417,7.271341463,25.23
22/7/1994,0,26.445,0.56,420.3,2544.8,0.233563056,7.393292683,25.19
23/7/1994,0,27.55,0.56,414.89,2718.24,0.323395001,7.56097561,25.17
24/7/1994,17.93,28,0.56,327.68,2720,0.395260556,7.713414634,25.15
25/7/1994,7.32,27.185,0.56,336.71,2560,0.592890835,7.865853659,25.12
26/7/1994,0.27,27,0.56,434.3,2560,0.646790001,8.00304878,25.1
27/7/1994,10.01,27.705,0.55735,334.18,2640,0.646790001,8.125,25.07
28/7/1994,4.71,28,0.556,401.62,2720,0.772554724,8.216463415,25.07
29/7/1994,14.39,27.15,0.556,333.26,2560,0.898319446,8.338414634,25.04
30/7/1994,0,26.5,0.556,413.54,2560,0.862386669,8.277439024,25.04
31/7/1994,0,27.25,0.556,422.56,2640,0.790521113,8.414634146,25
1/8/1994,0,27.69,0.553349653,395.53,2781.53,0.772554724,8.475609756,24.98
2/8/1994,0,27.675,0.552,386.99,2800,0.754588335,8.567073171,24.98
3/8/1994,13.83,28,0.552,281.45,2880,0.610857224,8.658536585,25.03
4/8/1994,0.53,27.57,0.552,378.41,2800,0.592890835,8.75,25.01
5/8/1994,6.36,27.39,0.552,310.92,2684,0.574924446,8.81097561,25
6/8/1994,20,27.25,0.547999884,334.15,2640,0.538991668,8.87195122,25
7/8/1994,29.27,26.25,0.547999884,338.52,2400,0.521025279,8.963414634,25.02
8/8/1994,2.62,26.885,0.547999884,395.47,2603.93,0.449159723,9.054878049,25.02
9/8/1994,0.19,27.175,0.547999884,419.37,2616.61,0.395260556,9.131097561,25.02
10/8/1994,10.08,27.57,0.544000116,281.1,2800,0.34136139,9.25304878,24.99
11/8/1994,6,27,0.544000116,281.55,2720,0.413226945,9.31402439,24.98
12/8/1994,15.99,25.57,0.544000116,266.5,2560,0.413226945,9.390243902,24.97
13/8/1994,8,26.5,0.544000116,284.86,2640,0.467126112,9.192073171,24.98
14/8/1994,8.48,26.76,0.540078472,295.88,2643.64,0.736621946,8.887195122,24.99
15/8/1994,10.55,26.795,0.54,307.89,2640,0.754588335,8.68902439,24.965
16/8/1994,20.46,26.75,0.54,318.45,2560,0.646790001,8.673780488,24.94
17/8/1994,13.13,27,0.54,326.4,2560,0.592890835,8.765243902,24.93
18/8/1994,0,27.475,0.535999884,420.75,2674.98,0.556958057,8.902439024,24.91
19/8/1994,0,27.68,0.535999884,422.27,2698.79,0.431193334,9.054878049,24.91
20/8/1994,5.77,27.5,0.535999884,304.71,2720,0.449159723,9.237804878,24.9
21/8/1994,5.71,27.81,0.535999884,315.11,2720,0.646790001,9.375,24.88
22/8/1994,12.25,27.75,0.532000116,329.8,2640,0.700689168,9.512195122,24.87
23/8/1994,11.55,27.25,0.532000116,313.76,2640.41,0.84442028,9.573170732,24.86
24/8/1994,10.33,27.005,0.532000116,305.67,2640,1.185781669,9.618902439,24.85
25/8/1994,10.02,26.53,0.532000116,287.32,2640,1.257647225,9.588414634,24.82
26/8/1994,1.61,26.75,0.528,396.11,2640,1.221714447,9.664634146,24.8
27/8/1994,0,27.5,0.528,405.68,2720,1.16781528,9.237804878,24.79
28/8/1994,26.32,26.56,0.528,311.55,2560,1.221714447,8.765243902,24.77
29/8/1994,25.7,25.83,0.524078472,335.81,2345.54,1.34747917,8.307926829,24.76
30/8/1994,0,26.24,0.524,425,2476.25,1.311546392,7.698170732,24.74
31/8/1994,0,26.895,0.524,435.6,2526.74,1.311546392,7.591463415,24.74
1/9/1994,0,27.535,0.524,426.24,2640,1.149848891,7.698170732,24.72
2/9/1994,0,27.505,0.520000116,422.44,2640,1.060016947,6.539634146,24.73
3/9/1994,15.36,27.75,0.520000116,304.79,2720,1.688840559,6.37195122,24.73
4/9/1994,0,26.795,0.520000116,413.78,2560,3.251916396,6.051829268,24.75
5/9/1994,0,26.75,0.517349884,383.74,2640,3.377681118,5.945121951,24.74
6/9/1994,0,27,0.516,368.25,2720,3.108185285,5.945121951,24.75
7/9/1994,0,26.75,0.516,383.98,2640,2.533260839,5.289634146,24.77
8/9/1994,0,26.855,0.516,377.04,2673.56,2.209865838,5.533536585,24.74
9/9/1994,8.35,26.59,0.512,300.95,2560,2.17393306,5.792682927,24.74
10/9/1994,0,27,0.512,393.04,2640,2.67699195,6.021341463,24.74
11/9/1994,10.2,26.75,0.512,284.12,2640,2.299697783,6.204268293,24.72
12/9/1994,11.77,26.75,0.508000116,260.98,2720,1.832571671,5.152439024,24.71
13/9/1994,41.27,25.31,0.508000116,244.45,2560,2.407496116,5.030487805,24.7
14/9/1994,10.19,26,0.508000116,252.02,2640,4.401765287,4.527439024,24.68
15/9/1994,4.38,26.25,0.508000116,276.9,2720.2,5.084488067,4.527439024,24.66
16/9/1994,18.31,26.75,0.504000116,262.11,2720,4.940756955,4.740853659,24.65
17/9/1994,0,26.9,0.504000116,357.64,2720,4.617361955,4.87804878,24.64
18/9/1994,0,27.5,0.504000116,360.77,2799.58,3.86277362,4.87804878,24.62
19/9/1994,21.42,26.975,0.5,292.18,2632.26,3.35971473,4.893292683,24.63
20/9/1994,19.34,25.78,0.5,288.51,2478.77,6.216370569,5.320121951,24.68
21/9/1994,17.87,25.3,0.5,269.67,2480,10.5462703,5.320121951,24.69
22/9/1994,0,25.44,0.5,366.7,2480,9.306589465,5.350609756,24.72
23/9/1994,0,25.74,0.495999884,406.61,2396.2,7.402152238,5.594512195,24.81
24/9/1994,15.73,26.5,0.495999884,291.04,2560,5.713311679,5.731707317,25.02
25/9/1994,16.37,26.245,0.495999884,245.93,2686.86,5.138387233,5.807926829,24.96
26/9/1994,18.7,25.07,0.491999537,230.87,2560,5.443815845,5.960365854,24.94
27/9/1994,8.04,25.215,0.491999537,238.25,2560,5.138387233,5.289634146,24.95
28/9/1994,4.03,24.825,0.491999537,220.74,2560.41,4.635328343,5.350609756,24.92
29/9/1994,0,25.5,0.491999537,304.59,2640,4.132269453,5.609756098,24.94
30/9/1994,0.91,26,0.488000116,297.1,2720,3.629210563,5.716463415,24.95
1/10/1994,8.27,25.645,0.488000116,234.68,2648.91,3.395647507,5.853658537,25.27
2/10/1994,6.85,25.995,0.488000116,230.17,2720,3.916672786,6.021341463,25.29
3/10/1994,6.17,27.5,0.483999884,228.04,3000,4.419731676,5.670731707,25.22
4/10/1994,0,27.25,0.483999884,348.8,2800,4.401765287,5.838414634,25.07
